user_index,weights,status,elapsed,objectives
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ExitStatus.OPTIMAL,0.08417606353759766,"{'makespan': 0.22111111111111112, 'workstations': 9, 'employees': 2, 'robots': 0, 'employee_time': 0.25555555555555554}"
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.OPTIMAL,0.0745551586151123,"{'makespan': 0.22111111111111112, 'workstations': 8, 'employees': 2, 'robots': 0, 'employee_time': 0.26666666666666666}"
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,0.2683296203613281,"{'makespan': 0.4988888888888889, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.4766666666666667}"
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,0.19742560386657715,"{'makespan': 0.5077777777777778, 'workstations': 9, 'employees': 1, 'robots': 1, 'employee_time': 0.028888888888888888}"
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,0.0763702392578125,"{'makespan': 0.49666666666666665, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 0.48}"
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ExitStatus.OPTIMAL,0.08100199699401855,"{'makespan': 0.22111111111111112, 'workstations': 8, 'employees': 2, 'robots': 0, 'employee_time': 0.26666666666666666}"
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,0.05920743942260742,"{'makespan': 0.5033333333333333, 'workstations': 9, 'employees': 1, 'robots': 0, 'employee_time': 0.04555555555555556}"
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,0.057350873947143555,"{'makespan': 0.5033333333333333, 'workstations': 9, 'employees': 1, 'robots': 0, 'employee_time': 0.04555555555555556}"
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,0.07521486282348633,"{'makespan': 0.5077777777777778, 'workstations': 8, 'employees': 1, 'robots': 2, 'employee_time': 0.028888888888888888}"
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,0.06158804893493652,"{'makespan': 0.7788888888888889, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.028888888888888888}"
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ExitStatus.OPTIMAL,0.08224344253540039,"{'makespan': 0.5166666666666667, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 0.5}"
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,0.07487320899963379,"{'makespan': 0.5166666666666667, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 0.5}"
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.OPTIMAL,0.09714508056640625,"{'makespan': 0.5166666666666667, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 0.5}"
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.OPTIMAL,0.10065412521362305,"{'makespan': 0.30444444444444446, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.0811111111111111}"
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.OPTIMAL,0.1066734790802002,"{'makespan': 0.2688888888888889, 'workstations': 6, 'employees': 1, 'robots': 1, 'employee_time': 0.06444444444444444}"
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ExitStatus.OPTIMAL,0.1835029125213623,"{'makespan': 0.22777777777777777, 'workstations': 5, 'employees': 2, 'robots': 0, 'employee_time': 0.3422222222222222}"
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.OPTIMAL,0.0873880386352539,"{'makespan': 0.2677777777777778, 'workstations': 6, 'employees': 1, 'robots': 0, 'employee_time': 0.08444444444444445}"
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,0.07213401794433594,"{'makespan': 0.42666666666666664, 'workstations': 3, 'employees': 2, 'robots': 0, 'employee_time': 0.5444444444444444}"
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ExitStatus.OPTIMAL,0.31890153884887695,"{'makespan': 0.27111111111111114, 'workstations': 5, 'employees': 1, 'robots': 0, 'employee_time': 0.23777777777777778}"
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,0.11450314521789551,"{'makespan': 0.22777777777777777, 'workstations': 5, 'employees': 2, 'robots': 0, 'employee_time': 0.3422222222222222}"
