user_index,weights,status,elapsed,objectives
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ExitStatus.FEASIBLE,600.3995935916901,"{'makespan': 0.6811111111111111, 'workstations': 13, 'employees': 2, 'robots': 0, 'employee_time': 0.9622222222222222}"
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.FEASIBLE,600.4102022647858,"{'makespan': 0.6811111111111111, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 1.2777777777777777}"
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,2.6568996906280518,"{'makespan': 2.4055555555555554, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 2.3833333333333333}"
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,11.501680850982666,"{'makespan': 1.1333333333333333, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.14444444444444443}"
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,4.2677083015441895,"{'makespan': 2.4033333333333333, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 2.3866666666666667}"
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ExitStatus.FEASIBLE,600.510329246521,"{'makespan': 0.6811111111111111, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 1.2777777777777777}"
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,6.144881010055542,"{'makespan': 1.1311111111111112, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.22777777777777777}"
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,10.506905794143677,"{'makespan': 1.1311111111111112, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.22777777777777777}"
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,7.947649717330933,"{'makespan': 1.1333333333333333, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.14444444444444443}"
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,2.295581102371216,"{'makespan': 3.1344444444444446, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.14444444444444443}"
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ExitStatus.OPTIMAL,4.127870082855225,"{'makespan': 2.5166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 2.5}"
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,4.913133859634399,"{'makespan': 2.5166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 2.5}"
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.OPTIMAL,30.58271050453186,"{'makespan': 2.4055555555555554, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 2.3833333333333333}"
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.FEASIBLE,600.4228291511536,"{'makespan': 0.9255555555555556, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.37777777777777777}"
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.FEASIBLE,600.8600206375122,"{'makespan': 0.9255555555555556, 'workstations': 11, 'employees': 1, 'robots': 1, 'employee_time': 0.23555555555555555}"
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ExitStatus.FEASIBLE,600.4160940647125,"{'makespan': 0.7111111111111111, 'workstations': 6, 'employees': 2, 'robots': 0, 'employee_time': 1.3433333333333333}"
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.FEASIBLE,600.3440403938293,"{'makespan': 0.91, 'workstations': 8, 'employees': 1, 'robots': 0, 'employee_time': 0.45111111111111113}"
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,415.3103497028351,"{'makespan': 1.1655555555555555, 'workstations': 4, 'employees': 2, 'robots': 0, 'employee_time': 1.8122222222222222}"
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ExitStatus.FEASIBLE,600.4470973014832,"{'makespan': 0.7766666666666666, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.74}"
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,600.3794982433319,"{'makespan': 0.6811111111111111, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 1.2777777777777777}"
