user_index,weights,status,elapsed,objectives
5,"[1000000000.0, 0.001, 1000000.0, 1000.0, 1.0]",ExitStatus.FEASIBLE,600.3074042797089,"{'makespan': 0.53, 'workstations': 11, 'employees': 2, 'robots': 0, 'employee_time': 0.8222222222222222}"
6,"[1000000000.0, 1000.0, 0.001, 1000000.0, 1.0]",ExitStatus.FEASIBLE,600.4346878528595,"{'makespan': 0.53, 'workstations': 8, 'employees': 3, 'robots': 0, 'employee_time': 0.8788888888888889}"
7,"[1.0, 1000000000.0, 1000000.0, 0.001, 1000.0]",ExitStatus.OPTIMAL,1.3994297981262207,"{'makespan': 1.9288888888888889, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.9066666666666667}"
8,"[1000.0, 1.0, 0.001, 1000000.0, 1000000000.0]",ExitStatus.OPTIMAL,1.6649165153503418,"{'makespan': 0.9111111111111111, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.11555555555555555}"
9,"[1000.0, 1000000000.0, 1000000.0, 0.001, 1.0]",ExitStatus.OPTIMAL,1.730799674987793,"{'makespan': 1.9266666666666667, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.91}"
10,"[1000000000.0, 1.0, 1000000.0, 1000.0, 0.001]",ExitStatus.FEASIBLE,600.3639535903931,"{'makespan': 0.53, 'workstations': 9, 'employees': 2, 'robots': 0, 'employee_time': 0.8577777777777778}"
11,"[1000.0, 0.001, 1.0, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,1.169379711151123,"{'makespan': 0.9088888888888889, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.18222222222222223}"
12,"[1000.0, 1.0, 0.001, 1000000000.0, 1000000.0]",ExitStatus.OPTIMAL,1.2842447757720947,"{'makespan': 0.9088888888888889, 'workstations': 11, 'employees': 1, 'robots': 0, 'employee_time': 0.18222222222222223}"
13,"[1000.0, 1.0, 1000000.0, 0.001, 1000000000.0]",ExitStatus.OPTIMAL,1.3540306091308594,"{'makespan': 0.9111111111111111, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.11555555555555555}"
14,"[1.0, 1000000.0, 0.001, 1000.0, 1000000000.0]",ExitStatus.OPTIMAL,0.713850736618042,"{'makespan': 2.5455555555555556, 'workstations': 5, 'employees': 1, 'robots': 1, 'employee_time': 0.11555555555555555}"
30,"[1.0, 63.841675, 1.0, 36.158325, 1.0]",ExitStatus.OPTIMAL,1.4610226154327393,"{'makespan': 2.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 2.0}"
31,"[1.0, 100.0, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,1.2255473136901855,"{'makespan': 2.0166666666666666, 'workstations': 3, 'employees': 1, 'robots': 0, 'employee_time': 2.0}"
32,"[17.911133, 46.571021, 17.522982, 1.0, 17.994863]",ExitStatus.OPTIMAL,1.4475297927856445,"{'makespan': 1.9288888888888889, 'workstations': 3, 'employees': 1, 'robots': 1, 'employee_time': 1.9066666666666667}"
33,"[23.336567, 1.0, 54.515705, 1.0, 22.147728]",ExitStatus.FEASIBLE,600.4610364437103,"{'makespan': 0.7633333333333333, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.31333333333333335}"
34,"[38.083746, 1.0, 1.0, 1.0, 61.916254]",ExitStatus.FEASIBLE,600.2683200836182,"{'makespan': 0.9111111111111111, 'workstations': 10, 'employees': 1, 'robots': 1, 'employee_time': 0.11555555555555555}"
35,"[38.621632, 1.0, 1.0, 61.378368, 1.0]",ExitStatus.FEASIBLE,600.3581416606903,"{'makespan': 0.5444444444444444, 'workstations': 7, 'employees': 2, 'robots': 0, 'employee_time': 1.0477777777777777}"
36,"[54.476421, 1.0, 1.0, 22.531301, 22.992278]",ExitStatus.FEASIBLE,600.2585217952728,"{'makespan': 0.7044444444444444, 'workstations': 7, 'employees': 1, 'robots': 0, 'employee_time': 0.4911111111111111}"
37,"[59.470827, 40.529173, 1.0, 1.0, 1.0]",ExitStatus.OPTIMAL,12.216774225234985,"{'makespan': 0.9555555555555556, 'workstations': 4, 'employees': 2, 'robots': 0, 'employee_time': 1.47}"
38,"[62.376987, 1.0, 37.623013, 1.0, 1.0]",ExitStatus.FEASIBLE,600.2816145420074,"{'makespan': 0.6522222222222223, 'workstations': 7, 'employees': 1, 'robots': 1, 'employee_time': 0.5777777777777777}"
39,"[100.0, 1.0, 1.0, 1.0, 1.0]",ExitStatus.FEASIBLE,600.650363445282,"{'makespan': 0.5355555555555556, 'workstations': 8, 'employees': 2, 'robots': 0, 'employee_time': 0.8755555555555555}"
